18659,Mercer Challengers,Jemin Amin,c Abakas S b Bikash G,20,19,1,2,105.26
18659,Mercer Challengers,Vishal Srivastava,c †Sanket K b Ganesh R,9,10,0,1,90.00
18659,Mercer Challengers,Abhishek Agrawal,run out (Ankit P),10,16,0,0,62.50
18659,Mercer Challengers,Kushal Parikh,c Bikash G b Ankit P,6,8,1,0,75.00
18659,Mercer Challengers,Nikhil Saxena*,b Bikash G,1,4,0,0,25.00
18659,Mercer Challengers,Kartik Malladi,c Vinayak N b Bikash G,2,3,0,0,66.67
18659,Mercer Challengers,Deepesh Naidu,c Thiyagarajan D b Kishan P,17,20,2,0,85.00
18659,Mercer Challengers,Sheshank Reddy,c&b Kishan P,18,8,0,3,225.00
18659,Mercer Challengers,Akhilesh Bhagat,c Vinayak N b Kishan P,0,2,0,0,0.00
18659,Mercer Challengers,Samit Kumbhani,c †Sanket K b Johncy V,2,3,0,0,66.67
18659,Mercer Challengers,Anup Satya,not out,3,3,0,0,100.00
18659,Gryffindors,Vinayak Nair,c Samit K b Deepesh N,4,9,1,0,44.44
18659,Gryffindors,Abakas Sahoo,c †Vishal S b Sheshank R,0,1,0,0,0.00
18659,Gryffindors,Thiyagarajan Dhakshinamoorthy*,c †Deepesh N b Vishal S,9,16,1,0,56.25
18659,Gryffindors,Sohil Kothari,c Kushal P b Vishal S,1,3,0,0,33.33
18659,Gryffindors,Sanket Kulkarni †,c Nikhil S b Sheshank R,8,11,1,0,72.73
18659,Gryffindors,Kishan Patel,not out,45,27,3,3,166.67
18659,Gryffindors,Srini Narisetty,c Kushal P b Samit K,12,9,1,1,133.33
18659,Gryffindors,Ankit Patel,not out,14,14,0,1,100.00
18663,Gujarat United XI,Ankur Shah,c †Nilay P b Mujeeb S,2,11,0,0,18.18
18663,Gujarat United XI,Mayur Patel,c †Nilay P b Arya P,6,7,1,0,85.71
18663,Gujarat United XI,Karan Patel,not out,50,37,2,4,135.14
18663,Gujarat United XI,Sumit Panda,b Mujeeb S,0,1,0,0,0.00
18663,Gujarat United XI,Dhaval Patel*,c Ronny P b Rehan K,4,8,0,0,50.00
18663,Gujarat United XI,Parth Patel,c Deep P b Ziaullah K,15,15,1,1,100.00
18663,Gujarat United XI,Mit Patel,c Deep P b Ziaullah K,0,1,0,0,0.00
18663,Gujarat United XI,Avi Shah,c Rehan K b Ziaullah K,13,8,0,2,162.50
18663,Gujarat United XI,Neel Patel,c Rehan K b Arya P,4,7,1,0,57.14
18663,Gujarat United XI,Daksh Patel,St Nilay P b Arya P,0,1,0,0,0.00
18663,Gujarat United XI,Krunal Patel,not out,1,3,0,0,33.33
18663,SAMP XI,Nilay Patel* †,c Parth P b Daksh P,2,7,0,0,28.57
18663,SAMP XI,Rehan Khan,c&b Avi S,9,14,2,0,64.29
18663,SAMP XI,Ronny Patel,c Karan P b Neel P,10,9,0,1,111.11
18663,SAMP XI,Deep Patel,c Mayur P b Krunal P,4,7,0,0,57.14
18663,SAMP XI,Mujeeb Saeed,c Avi S b Daksh P,25,19,1,2,131.58
18663,SAMP XI,Irfanullah Khan,b Avi S,8,10,0,1,80.00
18663,SAMP XI,Arya Patel,c † b Parth P,2,7,0,0,28.57
18663,SAMP XI,Ziaullah Khan,c Dhaval P b Daksh P,0,1,0,0,0.00
18663,SAMP XI,Monil Patel,not out,11,16,0,1,68.75
18663,SAMP XI,Vasu Patel,b Avi S,0,2,0,0,0.00
18663,SAMP XI,Deep 09,not out,2,4,0,0,50.00
18667,Plainsboro Knights,Rohit Ranjan* †,c&b Ujjaval P,0,4,0,0,0.00
18667,Plainsboro Knights,Shashank Sinha,c †Krunal P b Sherry S,27,34,3,1,79.41
18667,Plainsboro Knights,Sumit Sharma,c Dhruv G b Sherry S,6,10,1,0,60.00
18667,Plainsboro Knights,Shan A S,c Ujjaval P b Rimal P,14,12,0,1,116.67
18667,Plainsboro Knights,Anil Poply,St Krunal P b Rimal P,0,8,0,0,0.00
18667,Plainsboro Knights,Chinmaya Sahu,c Ujjaval P b Rimal P,18,12,2,1,150.00
18667,Plainsboro Knights,Lokesh Prabakaran,not out,11,12,2,0,91.67
18667,Plainsboro Knights,Gowtham Akula,run out (Krunal P),0,7,0,0,0.00
18667,Piscataway Avengers,Krunal Patel* †,c Chinmaya S b Lokesh P,13,14,3,0,92.86
18667,Piscataway Avengers,Rimal Patel,c Sai p b Raghuraman V,14,6,2,1,233.33
18667,Piscataway Avengers,Vrajesh Patel,c †Rohit R b Chinmaya S,26,19,3,1,136.84
18667,Piscataway Avengers,Sherry Singh,c Chinmaya S b Sesha Sai V,4,9,0,0,44.44
18667,Piscataway Avengers,Jignesh Patel,c Lokesh P b Chinmaya S,9,10,1,0,90.00
18667,Piscataway Avengers,Niraj Patel,c Rohit R b Sesha Sai V,0,1,0,0,0.00
